Location,Longitude,Latitude
TOWN OF MAYO DUMP,-83.1494460357689,30.030306118449154
"MORSAN, INC.",-80.24560150146866,25.904194115314507
PARRAMORE SURPLUS,-84.69375359581349,30.6606945569771
UNIWELD PRODUCTS INC,-80.17250110057152,26.085003824963923
REYNOLDS INDUSTRIAL PARK DUMP,-81.69666736872287,29.986670656313
ORANGE LAKE DUMP,-82.2099851230916,29.4120289372525
NORTH PORT LANDFILL,-82.2199997557339,27.057226967565477
TURNER ELECTRIC,-81.64312044551227,30.34506364991515
APF INDUSTRIES,-82.77178391405457,27.817644325615944
ZELLWOOD GROUND WATER CONTAMINATION,-81.61333118196683,28.731953762036813
CENTURION LEASING CO.,-81.71500149837304,30.354868682477044
AMELIA EARHART DRUM SITE,-80.27499155268,25.88171416717306
NOCATEE HULL CREOSOTE,-81.88333232961232,27.160004804876884
POMPANO CITY DUMP,-80.12732078853053,26.26064358138811
AERODEX PONDS,-80.21000175552315,25.818336962722427
AIRGAS CANTONMENT EXPLOSION,-87.25246564642157,30.595891496061792
US AIR FORCE (MACDILL AFB),-82.50174606636061,27.84543089425365
WHITING FIELD BLDG 2958,-87.0204205583357,30.709722357876622
BETHEL CHURCH ROAD MERCURY,-81.89077996427979,30.62741549959498
EVERGLADES FERTILIZER COMPANY FIRE-SITE,-80.16861202777977,26.122225785623467
WOODBURY CHEMICAL,-81.36476978158052,28.446671607736075
ARTCRAFT INDUSTRIES,-81.2741932501899,28.807583222715504
HILLSBOROUGH HEIGHTS LANDFILL,-82.27833108250151,27.98166960238384
BROOK FOREST DRIVE MERCURY,-87.16650304294504,30.510712318260246
DEL RAY COURT (GARDEN TERRACE APT)  MERCURY RESPONSE,-82.39993955103779,28.02834331201326
WOODBURY CHEMICAL CO. (PRINCETON PLANT),-80.41240279230404,25.5367045720881
DEERFIELD CLEANERS AND LAUNDRY INC.,-80.10245370531194,26.31944651908091
STOTT BOLT & SUPPLY CORP.,-81.74554054986265,30.32510365167562
HELENA CHEMICAL CO. (TAMPA PLANT),-82.37481198076898,27.96393417500581
"TRANS CIRCUITS, INC.",-80.07388906117912,26.795281721766077
5105 SOUTH INDIAN DRIVE SITE,-80.2951575902425,27.379811347868536
JACKSONVILLE ASH SITE,-81.67023046900977,30.344153657011365
GOODWILL MERCURY RELEASE,-80.67173876394027,28.13907363389714
US NAVAL TECH TRNG CORRY STATION,-87.29189970372637,30.40672836603406
PARK CIRCLE MERCURY SPILL,-82.44652984815025,28.01725349690638
LEESBURG THERMOMETER SITE,-81.88473158102671,28.791673893199015
SOUTHERN WOOD PIEDMONT- BUNNEL FACILITY,-81.26833295381523,29.48305960033317
W. PALM BEACH GASIFICATION PLANT,-80.05067012018131,26.71523370717425
BIG CYPRESS NATIONAL PRESERVE,-81.32138986831359,25.901415818268088
BRUNSWICK CORP DBA TECHNETICS DIVISION,-81.29195978936663,29.061163237344218
ESCAMBIA WOOD - PENSACOLA,-87.2317043114691,30.45530095717071
ATLANTIC BLVD ESTATES,-81.52562034867208,30.324283615842177
SYDNEY MINE SLUDGE PONDS,-82.20916343519386,27.929168888280604
GP PLASTICS CORP.,-80.32457160804545,25.85442425421149
UNITED CHEMICALS GULF STATES CHEM DIV,-83.9995469572813,30.478824740006548
"ITT-THOMPSON INDUSTRIES, INC",-83.40504728643745,30.47259806944633
VISION - EASE,-80.15277111986356,26.083603761892668
SOUTHERN WOOD PIEDMONT CO,-81.97195548103198,30.31609621570219
AIR PRODUCTS & CHEMICALS INC,-87.04333681617666,30.633333337784215
"MILLER INDUSTRIES, INC.",-80.22077145752777,25.922135032761265
BROWN BOVERI ELECTRIC INC,-81.33197852497226,28.815311309757277
ACME SPONGE & CHAMOIS CO INC,-82.74253883357852,28.15216975213328
STAUFFER CHEMICAL CO. (TARPON SPRINGS),-82.77569483549405,28.166669681120275
FLORIDA PETROLEUM REPROCESSORS,-80.21555706966195,26.081947969378433
IMC ACID SPILL,-82.01638578581696,27.851114767594172
CAMP GORDON JOHNSTON,-84.59940177269863,29.882403150542846
SAUFLEY C&D LANDFILL FIRE,-87.33240438260897,30.46490242734703
OMNI-VEST,-87.26000431860561,30.45333420856196
WESTINGHOUSE TORPEDO FACTORY,-80.28256065653844,26.280753945681205
WINGATE ROAD MUNICIPAL INCINERATOR DUMP,-80.18470096862923,26.144403820148582
GAO 108 - 3RD AVENUE,-82.42166942989161,27.957383426446313
CHEVRON CHEMICAL CO. (ORTHO DIVISION),-81.40888807400262,28.578892469226968
US STEEL POLYESTER UNIT,-81.83499662966565,27.896670002081134
BARKER CHEMICAL SITE,-82.67166834549425,29.03167120007526
"JACKSONVILLE SHIPYARD INC., LANDFILL",-81.74015071007793,30.369609652696283
UNION CAMP INC,-81.75000054476584,30.33472566602944
DANTZLER LUMBER & EXPORT CO,-80.14348083109638,26.2306536383089
MAT CHEMICAL,-80.34225457497482,25.861936285156123
SKRYPEK DUMP,-82.3790890400656,27.97218317190762
STANDARD AUTO BUMPER CORP.,-80.28972265939181,25.844448187176724
WEEKLY LUMBER,-82.40941031224068,27.959112360293336
ANACONDA ALUMINUM CO./MILGO ELECTRONICS CORP.,-80.25653268251043,25.843065122899684
A & E CUSTOMS INC.,-80.36360930434931,27.45583645488639
JONES RESIDENCE MERCURY INCIDENT,-81.96151605686072,28.00362330068071
FOSGATE ROAD DUMP,-81.69017984099398,28.598903457392808
NEW KROME CLEANERS,-80.47755802290283,25.473892818781003
OLD TOWN MERCURY SPILL,-82.96250171137709,29.766669310825897
LEXINGTON AVENUE  MERCURY,-87.26007378520003,30.556910601077632
FORMER INDUSTRIAL CHEMICAL & SUPPLY,-82.47670996880005,27.95455369878999
AAMCO,-81.45539199025762,28.553184504083585
DUTTONS GOVERNMENT SURPLUS,-81.5903882672473,30.22880087291652
CHEMICAL PACKAGING,-80.2200507345773,26.243593470036956
NATION BATTERY (OLD SITE),-80.23500182752373,25.795004042801473
CSXT MULBERRY,-81.97499652513298,27.89500361316645
GOLDEN TOUCH DRYCLEANERS,-80.20525336736223,25.956535989106932
OSCEOLA FOREST SITE #5,-82.6366689969516,30.18833608466837
HIGH POINT COUNTRY CLUB,-81.79450345681171,26.18654016023793
GLENN STEVENSON RESIDENCE,-82.64266994935468,27.80847361452506
MADISON COUNTY SANITARY LANDFILL,-83.39375230529534,30.501114074054822
AGRICULTURAL INSECTICIDE COMPANY,-80.66711187946689,26.682243489835177
PEOPLE'S GAS/FLORIDA SUNCOAST DOME,-82.64663987608301,27.769393639414915
SANFORD DRY CLEANERS,-81.26560521844635,28.811220209272104
FLORIDA SMELTING COMPANY-BUFFALO AVE,-81.6410004272071,30.376513672340955
NAVFAC SOUTHERN DIVISION - CECIL FIELD,-81.90277817216037,30.238613465882608
MEPCO/CENTRALAB,-80.12117699655698,26.933618655659966
PENSACOLA GASIFICATION PLANT,-87.21391460385217,30.421251373483607
SOUTHERN SANITATION SERVICE,-80.08672077080432,26.28998347536855
VEREL LANDFILL,-82.00000133265803,29.059447255546043
PINEYPOINT PHOSPHORIC PRODUCTS CO,-82.57761954948157,27.521853992893913
TAMPA RECYCLING,-82.4194594104732,27.959123410418066
MARIANNA MUNICIPAL AIRPORT,-85.18194266471399,30.83471381635598
AAA CHEMICAL,-81.6912804972543,30.329093647125486
HURLEYS DRY CLEANERS,-81.35729909077719,28.5948734153545
NATIONAL RESOURCE RECOVERY,-80.22833411920409,26.052504037679828
PRECISION FABRICATING AND CLEANING CO.,-80.77165912862185,28.432053447498756
COLEMAN-EVANS WOOD PRESERVING CO.,-81.84278194635037,30.313892462793905
DELRAY CHEMICAL COMPANY - ATLANTIC AVENUE,-80.12709045432753,26.457893580543605
FLASH CLEANERS,-80.09690077638024,26.28240350039419
DOUGLAS SCREEN PRINTERS,-81.99994412607677,28.03949646800209
LAKELAND GASIFICATION PLANT,-81.96476624242132,28.049093269226205
ALARIC AREA GW PLUME,-82.37513798422276,27.96408617591471
BROWARD COUNTY--21ST MANOR DUMP,-80.21266104231886,26.096573948625323
ASSOCIATED PAINT & PLASTICS,-80.31822364878757,25.842793240986673
WRB ENTERPRISES INC,-82.35340075366003,27.95638709406627
SUPREME 1 HOUR CLEANERS,-80.1566684735736,25.92639280860024
CANTONMENT BLACK LIQUOR SPILL,-87.32361985821053,30.60526676924173
OLUSTEE DUMP,-82.42833471185192,30.203336240441082
ABC RESEARCH CORPORATION,-82.37359162387446,29.630293119921518
TOWER CHEMICAL CO.,-81.68471861080684,28.55139233184957
PENSACOLA IRON TRIANGLE,-87.22986439075666,30.445663087029484
AMERICAN CELCURE PRSVE CORP,-81.64176044416733,30.344961648549457
POLK COUNTY FERTILIZER,-81.62329718229465,28.117002282894706
CSX SODIUM HYDROXIDE SPILL,-87.33833660520274,30.716668844371988
B & B TRITECH INC,-80.30014066846054,25.839585205879867
GIL AIRCRAFT,-80.16308388179769,26.19670771654452
CHLORIDE AUTOMOTIVE BATTERIES,-82.33343554271224,27.95036802023389
SHERWOOD MEDICAL INDUSTRIES,-81.26499960156323,29.060834253921396
OLIN CORP ON SITE BURIAL PITS,-84.22361328085246,30.175836362660295
BELLE GLADE STATE AIRPORT,-80.6666674967214,26.696670921323477
"MORSCH BERT LUMBER CO., INC.",-81.67791049006559,30.32155363771789
NWTH 54TH ST DRUMS,-80.33777970191288,25.82250428103799
JOHNS METALS,-81.70870069362725,29.634003249320134
FRUITVILLE RD DRUM,-82.52184996171714,27.337534760851458
CONTINENTAL CLEANERS,-80.21017971735121,25.83184596748657
PEOPLES GAS,-81.68268118926123,30.335420626994917
DAYTONA PLATING AND POLISHING,-81.04322180318385,29.245630656863156
ALLIED-WILLIAMS TERMINIX,-87.21891935599255,30.452014974624177
PINEY POINT HRK SITE,-82.5322397130366,27.637323930991837
LEE FIELD PIER AREA,-81.66348663842469,29.989144198759757
YELLOW WATER ROAD,-81.9717014536551,30.28030333600142
B & B ENTERPRISES RELEASE,-87.27141367543163,30.97005236871611
BUNDY S & H FABRICATING & ENG,-81.29528333981925,28.80607925641486
WOVEN WOODS DESIGN SITE,-85.17157661400019,30.822489759860407
U.S. DOE PINELLAS PLANT,-82.74686303894441,27.872333330900677
BILL JOHNS WASTE OIL SERVICE,-81.73189050223182,30.366853705495913
OCHEESEE DUMP,-85.0053026929227,30.58760428607387
NORTHGATE SINKHOLE LANDFILL,-82.45500007424536,28.04500356603048
FRENCH QUALITY CLEANERS,-80.25204049805579,25.90458713306928
FORMER SEVILLE AGRICULTURAL SITE,-81.49878058878373,29.33906298028713
RAVENSWOOD MARINA SITE,-80.16711014084919,26.06706982032377
MILEY'S RADIATOR SHOP,-82.40974697175494,27.96021336020552
AL'S RADIATOR SHOP,-81.56170344720448,27.893955885132726
PROFESSIONAL ONE HOUR CLEANERS,-87.24109051525195,30.42829836441086
STEWART PROPERTY SITE,-81.06976582108028,28.128956409641663
PALM RIVER ROAD VOC PLUME,-82.35184870288387,27.940791141925352
"ANODYNE, INC.",-80.22153245454919,25.923193035702173
HOLLOWAY OIL,-81.75361509358979,30.348310950292067
JERNIGAN TRUCKING DUMP,-82.27833108250151,27.98166960238384
LOVE DRY CLEAN,-81.39368829150396,28.304503001821175
RIO MERCURY SPILL,-82.59381962291566,27.469644155261634
CREOSOTE TANKS/TALLYRAND ROAD,-81.63016043622501,30.34060364310541
ROBBINS MFG CO INC,-81.86833217836931,26.645005013297023
NORTHEAST LAGOON,-82.31948175156133,29.678112998520405
FLORIDA STEEL CORP TAMPA MILL DIVISION,-82.37499396791719,27.957048197058672
BUCKEYE FLORIDA,-83.51916904290125,30.05333607885895
JOY LAUNDRY & DRY CLEANER,-86.63789477360382,30.457604409653616
ARCADIA CITY LANDFILL,-81.86166632325077,27.21667171441511
ZY-SOPCHOPPY BOMB RANGE,-84.49666902915666,30.060003417365074
PICKETTVILLE ROAD LANDFILL,-81.7388895065977,30.368614709321626
SUN CLEANERS,-80.09082328466181,26.651061357562778
CRAMER AND MAURER (OIL PIT) AND NEFF OIL,-80.21023108965367,26.074483958654078
TEXTRON INC/SPENCER KELLOG DIV,-87.24278267898221,30.407779665293976
AGRICO CHEMICAL CO.,-87.22560435341488,30.451201000840232
LAKE MARIE LANDFILL,-81.29833265193041,28.95000322568044
UNIVERSITY OF WEST FLORIDA MERCURY,-87.21678483956127,30.546933377674158
PARENTAL HOME RD. DUMP,-81.59086042625007,30.27421360687467
QMS CIRCUITS INC,-86.66819582145457,30.41686643516032
"EXPORT TERMINAL, INC. SITE",-80.12180312896444,25.463603709850645
ARIZONA CHEM CO INC,-85.6207811970628,30.17121278602716
BECMAR BUILDING,-81.36349916826562,28.553153425970805
OMNI PRINTING & GRAPHIC CTR,-80.15890089904369,26.19023370953818
ACCURATE PLATING & WEAPONRY INC,-82.75704928899388,27.985712206065916
ALLIED CONTAINER CORP,-81.84474902267326,30.296216374587846
STEVEN JACHLEWSKI PROPERTY,-81.96178109380747,29.20625304535517
NORTHWEST 58TH STREET LANDFILL,-80.34722066296303,25.83333529823607
US AIR FORCE HURLBURT FIELD,-86.69578781706534,30.417251385782738
MCARTHUR TERMITE AND PEST CONTROL,-81.95644611408947,28.014213262007946
OSCEOLA NATIONAL FOREST SITE 2.,-82.6366689969516,30.18833608466837
UMATILLA MERCURY SPILL,-81.62862113266706,28.936980266026616
RIVER HILLS DR. & 50TH ST. BATTERY DUMP,-82.4020825314144,28.024170305462686
EAST 23RD BATTERY,-82.45086974070016,27.971963543820358
LA  SALLE STREET PROPERTY,-82.47558995838749,27.954933692949602
NORWOOD DUMP,-81.67027844629605,30.381114690364104
TUTTLE ELEMENTARY SCHOOL,-82.50988993632288,27.344273220241504
SOLITRON MICROWAVE,-80.19916646989157,27.136670281640086
RIDGE ROAD LANDFILL,-82.70666818764195,28.30167103344899
M & M AUTO PARTS AND SALVAGE,-81.30926951198425,28.811213277841077
LIQUID TRANSFER TERMINAL ST MARKS TERMINAL,-84.20268730555857,30.158398365180567
TRI-CITY LANDFILL,-81.85002657876731,28.08439260465003
NARCOOSSEE DUMP,-81.22378887674783,28.290003328780674
5TH & CLEVELAND INCINERATOR SITE,-81.67080046975018,30.342923656618137
SCHUYLKILL METALS CORP.,-82.14305817598438,28.01083391064744
USFS OSCEOLA FOREST SITE #1,-82.6366689969516,30.18833608466837
D & B PAINT MANUFACTURING CO,-80.15823089076925,26.19439370514245
"REDWING CARRIERS, INC",-82.36098379449446,27.940596185228323
DELRAY BEACH MERCURY SPILL,-80.10078045899458,26.458533533932542
BARNES BATTERY RECYCLING,-85.42568205699548,30.72244378906322
PALM BEACH LAKES GOLF COURSE,-80.08700912334429,26.721191728371924
LONDON PLATERS INC,-80.26052167512057,25.8445141316004
BASSO CHEMICALS INC,-81.62319746413785,30.267605596066687
FMC CORP,-81.63147243765987,30.340105642443813
LEES FORMER IMPOUNDMENT,-81.25886993926987,29.466793597122336
MARGATE MERCURY RESPONSE,-80.23047074221127,26.234933882099355
JONES AVENUE VOC CONTAMINATION SITE,-81.61388918156756,28.731392761428214
MUSSELMAN PROPERTY,-82.43685354710163,27.93771253825467
1ST RECOVERY,-82.42237642743645,27.95207544056233
OLD RIDGE DRY CLEANERS,-81.59417722515585,27.901262695064418
J & J SIGNS,-82.44474993872215,28.034373514979933
HEMLOCK STREET BATTERY SITE,-82.43660954468092,27.937863538365537
SOLANA ROAD RADIATION,-81.37646040441412,30.228113937801666
GAINESVILLE GASIFICATION PLANT,-82.32304167233812,29.64550298953687
EDMOND'S SALVAGE YARD,-83.00000156414687,29.74305836589257
PRONTO CIRCUIT TECHNOLOGIES,-80.15694074874433,26.26887366116389
GULF BREEZE II,-86.60333683217499,30.41500055091129
PRECISION METAL INDUSTRIES,-80.1427688560902,26.2186786428789
JOE'S GARAGE,-81.60597574718906,26.71651540657111
SHERWIN INDUSTRIES,-82.71472916597438,28.276433033119762
DUVAL PLATING,-81.6979864973653,30.336922656089214
APAC SOUTHEAST,-86.58180383077188,30.469000504194035
OSCEOLA FOREST SITE #3,-82.6366689969516,30.18833608466837
S & S FLYING SERVICE,-85.17091272818212,30.840393894785294
CARDINAL VILLAGE PARTNERS,-81.6962505494122,30.239303566725134
MARIO CUSTOM TAILOR SITE,-80.28799213314637,25.705224177735026
ST. AUGUSTINE GAS COMPANY,-81.3191671620009,29.888893067051505
FUZZELL WHOLESALE NURSERY INC,-81.9263500610941,28.803143366543107
GULF COAST PLATING INC,-87.23039133248822,30.452922987447973
DANTZLER LUMBER INC,-81.77844567544064,30.322555589653298
"CITY INDUSTRIES, INC.",-81.29999906293504,28.6013923470547
BAYSIDE DUMP,-85.75065128901805,30.201582221806376
TARPON SPRINGS TANNERY,-82.74651481342076,28.145407730909966
RED CARPET CLEANERS,-81.68596044099053,30.405233723604546
FARCHAN LABORATORIES,-82.3611328659422,29.722235156847034
PENSACOLA WOOD TREATING INC,-87.23534170908975,30.405019675362908
"PEPPER STEEL & ALLOYS, INC.",-80.35333253066392,25.873615303191087
PERRY LUMBER COMPANY INC,-83.58901216632144,30.10481317124896
"CHEMFORM, INC.",-80.14137485563553,26.219058639066954
MIAMI DRUM SERVICES,-80.31306266938594,25.83722323149373
"BISCAYNE PARK, LLC",-80.1848516576175,25.85349388722707
BCX FACILITY,-81.6315404465983,30.321823631630227
VIRGINIA CAROLINA CHEMICAL (VCC) JACKSONVILLE,-81.63273043150929,30.35506365374497
PUTNAM RECYCLING CENTER,-81.64861157670806,29.651836333683327
PENSACOLA NAVAL AIR STATION,-87.28305905733869,30.357224859089147
FMC CORPORATION,-81.91777433023344,28.046947016251178
DOEBOY DUMP,-81.6778464526566,30.378619692241443
HARNER MERCURY,-80.83483922820871,28.512663394538972
GENERAL ELECTRIC COMPANY APPARATUS SER,-80.26116166405455,25.848194134465597
ARMAS INDUSTRIAL PRODUCTS,-80.18810172490294,25.82840388972881
17TH AVENUE LEAD,-82.64930990874215,27.787983618632214
SANFORD GASIFICATION PLANT,-81.27592925701994,28.807133226871773
FED EX COCOA,-80.77471910221146,28.406113463153254
US FOUNDRY COMPANY,-80.33373159169848,25.857974269777387
MELROSE LEAD SITE,-82.65754984800512,27.75800362572994
"ACME PLATING, INC",-80.29021167763374,25.838354187513424
HIPPS ROAD LANDFILL,-81.80556179493742,30.216942516583984
BEULAH LANDFILL,-87.34514317906763,30.513063324963692
DUNCAN AVE BATTERY CASINGS,-82.46109995385908,28.01378356473328
FLORIDA EAST COAST RAILWAY SPILL,-81.16999989437458,29.33330354148322
SUNLAND GARDENS CONDOMINIUM/BROOKSIDE MIDDLE SCHOOL PROPERTIES,-82.5264100832417,27.300154941479374
U.S. COAST GUARD JACKSONVILLE,-81.4343003849196,30.38676376742049
COCOA BEACH CHLORINE SPILL,-80.61003897062152,28.32773364730864
GAO 142 - POMPANO,-80.14311080663659,26.242903629266344
RALEIGH STREET DUMP,-82.41086024391379,27.914420478169912
REEVES SOUTHEASTERN GALVANIZING CORP.,-82.34193767814716,27.972502977718396
PINTSCH COMPRESSING GAS COMPANY GAS WORKS,-81.67654048343333,30.3297336441814
AAA METAL REFINISHING & CHROME,-82.42561847440247,27.960699437410085
OLD CITY OF TALLAHASSEE LANDFILL,-84.3316694520927,30.39389240153574
KERR-MCGEE CHEMICAL CORP - JACKSONVILLE,-81.6265004314122,30.34420364395491
BAY DRUM,-82.36399891295684,27.981413062234893
GULF COAST MEDICAL HG SPILL,-82.3372896580844,26.94556485680188
US DOD NAS KEY WEST,-81.80129278408306,24.565234450993973
EXPRESS CLEANERS,-81.42304017720907,28.305159936471675
PEC INDUSTRIES RELIANCE ELECTRIC CO,-81.45767761890292,28.457094343457605
JACKSONVILLE MILL,-81.62820042376742,30.364453657204432
WOODS DRY CLEANING & LAUNDRY,-87.25946422832682,30.464619038668516
US DOD NAS KEY WEST,-81.80129278408306,24.565234450993973
MAIN STREET MANUFACTURED GAS PLANT,-81.65588046341165,30.33336364403404
U. S. NAVAL UNDERSEA WARFARE CENTER,-80.06073812399512,26.71471771033529
LADY LAKE POST OFFICE,-81.99576173727642,28.917293593804697
STAUFFER AGRICULTURAL CHEMICALS,-80.39459827787087,27.633773621232145
NATIONAL OIL CO,-82.1206922217986,28.017900311072875
THE VILLAGES HIGH SCHOOL MERCURY RELEASE,-82.01901770633958,28.925790647016658
CENTRAL FLORIDA GASIFICATION PLANT,-81.73501668088055,28.020622169403673
"WESTINGHOUSE ELECTRIC CORP., BALDWIN",-81.96912845932472,30.302525266163148
CHEMSPRAY INC,-80.65382965563958,26.812491693177062
"UNITED METALS, INC.",-85.16805820571234,30.685836573322327
HUDSON PROPERTY,-82.01721859019655,28.092225412212805
"CLERMONT DUMP, OLD CITY OF",-81.80613042900855,28.556543459628372
NORTHWEST 20TH STREET INCINERATOR,-80.21039182123535,25.79514395810862
CHULUOTA MERCURY RESPONSE,-81.1170991883402,28.6481532626925
FAIRFAX ST. WOOD TREATERS,-81.6863944760936,30.35409567074311
